customer_unique_id,UserID,first_purchase,last_purchase,frequency,total_spent,avg_order_value,recency_days_x,total_events,unique_sessions,page_views,add_to_cart,purchases,first_event,last_event,avg_amount,total_amount,conversion_rate,cart_rate,session_activity,engagement_days,recency_days_y,engagement_value_ratio,activity_frequency_ratio
fcc4973926b235f6a75aa30b0c73ee3d,555,2017-11-13 16:02:07,2017-11-13 16:02:07,1,22.68,22.68,289,67,10,9,6,7,2024-01-01 17:17:50.456701,2024-07-22 11:55:09.194885,228.9674704497304,1602.7722931481126,0.7,0.6667,6.7,202,2,0.339,0.1
fe5cd18d036c2dff040713e83b728797,355,2017-11-02 21:24:42,2017-11-02 21:24:42,1,25.27,25.27,300,65,10,11,7,7,2024-01-02 02:28:29.614599,2024-07-23 21:28:04.970802,244.7718065920604,1713.4026461444228,0.7,0.6364,6.5,203,1,0.389,0.1
fe48d57c844190faa13fd5505991bf9e,778,2018-05-05 11:09:09,2018-05-05 11:09:09,1,25.13,25.13,117,65,10,5,8,6,2024-01-01 09:35:08.923993,2024-07-21 16:01:32.799208,292.23449733897786,1753.4069840338673,0.6,1.6,6.5,202,3,0.387,0.1
fefffc5e1f105d0b0a395a95dccff067,775,2018-05-03 15:10:55,2018-05-03 15:10:55,1,26.38,26.38,118,63,10,14,11,6,2024-01-02 04:12:21.341862,2024-07-22 10:09:27.168155,308.31308930452616,1849.878535827157,0.6,0.7857,6.3,202,3,0.419,0.1
fded88a1576bd3a1383116738e43fb6c,804,2018-08-10 21:36:37,2018-08-10 21:36:37,1,25.14,25.14,19,68,10,10,6,7,2024-01-10 13:50:16.553357,2024-07-18 05:29:04.892560,221.9917633420241,1553.9423433941688,0.7,0.6,6.8,189,7,0.37,0.1
fd484f173dc77a79b967a37b9b39067e,280,2018-08-18 15:58:54,2018-08-18 15:58:54,1,24.29,24.29,11,69,10,12,11,6,2024-01-02 04:40:02.739834,2024-07-23 19:50:23.038951,221.23174900950076,1327.3904940570044,0.6,0.9167,6.9,203,1,0.352,0.1
fd5044339824c03f3b89f398840801a7,764,2017-11-18 16:41:52,2017-11-18 16:41:52,1,24.66,24.66,284,69,10,10,10,7,2024-01-03 06:36:21.479099,2024-07-23 03:22:49.184564,208.2119046074159,1457.4833322519114,0.7,1.0,6.9,201,2,0.357,0.1
fef563a3edae5973e455e8536313dd0b,680,2018-05-15 12:57:45,2018-05-15 12:57:45,1,26.77,26.77,107,70,10,12,8,5,2024-01-04 11:22:00.944334,2024-07-21 01:44:44.884412,239.15820415487687,1195.7910207743844,0.5,0.6667,7.0,198,4,0.382,0.1
fc11f51d09aa42ff0c7e43dfe353d7b1,758,2018-08-19 23:20:49,2018-08-19 23:20:49,1,22.39,22.39,10,64,10,7,11,7,2024-01-04 03:19:47.311912,2024-07-22 23:50:25.964414,272.9173426479716,1910.421398535801,0.7,1.5714,6.4,200,2,0.35,0.1
fcb1d4dbf1280abca0cbee998a5a4543,397,2018-07-30 11:34:43,2018-07-30 11:34:43,1,23.47,23.47,31,68,10,6,14,8,2024-01-01 00:46:34.942070,2024-07-23 11:21:28.436348,205.22039858066665,1641.7631886453332,0.8,2.3333,6.8,204,1,0.345,0.1
fd6be8b946505a1d1a15686ad6073310,707,2017-05-01 09:54:59,2017-05-01 09:54:59,1,24.94,24.94,486,69,10,7,9,7,2024-01-01 10:51:05.384125,2024-07-24 06:58:25.144350,223.19271268896296,1562.348988822741,0.7,1.2857,6.9,204,1,0.361,0.1
fb58528ee926d8efe2a87a2c97feae8f,700,2018-02-14 21:52:02,2018-02-14 21:52:02,1,21.77,21.77,196,64,10,16,9,9,2024-01-03 07:49:00.891112,2024-07-23 11:07:00.737451,216.6829118627239,1950.146206764515,0.9,0.5625,6.4,202,1,0.34,0.1
fabbe0c74a00c899851dffb2ce70313b,786,2018-03-15 12:23:11,2018-03-15 12:23:11,1,21.09,21.09,168,69,10,11,11,8,2024-01-02 14:43:12.784528,2024-07-22 13:35:15.863904,198.84678314861017,1590.7742651888814,0.8,1.0,6.9,201,2,0.306,0.1
fe36ffe7c25e22b2276fd6e9f0056e24,717,2017-12-04 15:28:18,2017-12-04 15:28:18,1,26.45,26.45,268,71,10,8,14,8,2024-01-02 11:58:34.354087,2024-07-24 06:19:27.627762,145.4550575539881,1163.6404604319048,0.8,1.75,7.1,203,1,0.373,0.1
fc428b94184167c232ceaffa44fdd152,47,2018-03-06 17:17:11,2018-03-06 17:17:11,1,23.78,23.78,176,68,10,8,7,8,2024-01-04 11:40:56.922561,2024-07-22 12:08:08.720833,204.1407505517626,1633.1260044141009,0.8,0.875,6.8,200,2,0.35,0.1
f9e5a8d9200d2b16ff3f1b5049dddfd2,892,2018-06-03 18:47:18,2018-06-03 18:47:18,1,20.26,20.26,87,70,10,12,5,9,2024-01-05 16:54:38.118657,2024-07-20 08:18:21.075528,166.27209388093576,1496.4488449284215,0.9,0.4167,7.0,196,5,0.289,0.1
fb1f9ea1c9f4f43a71b738cdd9590bb9,879,2018-07-28 00:55:09,2018-07-28 00:55:09,1,22.29,22.29,33,71,10,8,10,7,2024-01-02 20:53:42.540687,2024-07-22 21:51:19.669203,176.36888036467494,1234.5821625527246,0.7,1.25,7.1,202,2,0.314,0.1
ff73dbd0440a0f1fac45e49efd6398b4,240,2017-07-20 22:18:41,2017-07-20 22:18:41,1,27.77,27.77,405,67,10,6,12,6,2024-01-06 01:25:09.171186,2024-07-23 20:57:59.855959,300.4005854050761,1802.4035124304564,0.6,2.0,6.7,199,1,0.414,0.1
fdab4dca785d25c837988c629b0c4777,863,2018-08-11 09:24:29,2018-08-11 09:24:29,1,26.26,26.26,19,68,10,11,11,6,2024-01-03 02:17:38.993417,2024-07-20 16:20:22.379939,294.09703360079783,1764.582201604787,0.6,1.0,6.8,199,4,0.386,0.1
f982a8f4e3f5bbdff4419db9d9c1ad93,394,2017-11-11 13:49:53,2017-11-11 13:49:53,1,20.3,20.3,292,68,10,7,9,6,2024-01-01 02:44:54.105389,2024-07-21 05:15:46.198169,281.040336739998,1686.242020439988,0.6,1.2857,6.8,202,4,0.299,0.1
fc00da40808e113053d8a26c3e854ccf,907,2017-01-08 09:35:07,2017-01-08 09:35:07,1,25.1,25.1,599,69,10,9,10,5,2024-01-01 03:09:49.250496,2024-07-23 19:38:39.612926,329.23018493471403,1646.1509246735702,0.5,1.1111,6.9,204,1,0.364,0.1
fb45ef83da61d08113e6bfc6d13b6e0c,95,2017-11-19 19:34:38,2017-11-19 19:34:38,1,24.17,24.17,283,70,10,6,4,6,2024-01-01 12:30:35.510590,2024-07-20 19:19:27.251408,218.53560207345808,1311.2136124407484,0.6,0.6667,7.0,201,4,0.345,0.1
fd1f8397984d1347b833c49202122cb7,442,2018-01-23 14:30:17,2018-01-23 14:30:17,1,26.77,26.77,219,71,10,12,13,5,2024-01-01 00:47:00.110522,2024-07-21 03:08:37.692086,170.61429297412457,853.0714648706228,0.5,1.0833,7.1,202,4,0.377,0.1
f86401d5c7601b37319ee72423d25e92,633,2018-04-18 00:25:00,2018-04-18 00:25:00,1,19.36,19.36,134,69,10,5,12,10,2024-01-05 07:40:12.605143,2024-07-21 19:40:02.507032,160.70221451142478,1607.022145114248,1.0,2.4,6.9,198,3,0.281,0.1
f89f986f723349c377779c8197fa7ce5,249,2018-05-25 22:10:13,2018-05-25 22:10:13,1,20.04,20.04,96,64,10,11,6,9,2024-01-01 08:04:05.997825,2024-07-21 13:49:13.715522,223.0420107056537,2007.3780963508832,0.9,0.5455,6.4,202,3,0.313,0.1
f9538d66bfe1de92870c834eaa62db8f,971,2017-02-10 22:12:39,2017-02-10 22:12:39,1,21.7,21.7,565,67,10,9,10,9,2024-01-08 05:30:30.867814,2024-07-24 05:02:24.792660,212.83969940684543,1915.5572946616087,0.9,1.1111,6.7,197,1,0.324,0.1
fa2d1944cfb80777c082a6ef129022a2,824,2018-07-29 20:50:47,2018-07-29 20:50:47,1,22.89,22.89,31,69,10,8,15,5,2024-01-02 14:18:35.527232,2024-07-21 21:11:09.600897,339.08289582810744,1695.4144791405372,0.5,1.875,6.9,201,3,0.332,0.1
ff7d3ceb693a77937c000250fe346acd,419,2018-08-16 11:28:46,2018-08-16 11:28:46,1,28.79,28.79,14,70,10,10,7,5,2024-01-01 13:43:04.876538,2024-07-22 04:59:32.488997,300.4880426371068,1502.4402131855336,0.5,0.7,7.0,202,3,0.411,0.1
ffd2aac179372f267e7b9186ac7a1bcc,73,2018-06-19 14:21:11,2018-06-19 14:21:11,1,29.13,29.13,72,71,10,8,14,6,2024-01-03 04:05:28.584412,2024-07-23 14:56:10.095941,140.2242667208692,841.3456003252152,0.6,1.75,7.1,202,1,0.41,0.1
fc96b151e3ed7bd7e6794dfe835c19b8,230,2018-03-26 12:15:39,2018-03-26 12:15:39,1,26.77,26.77,157,71,10,14,10,4,2024-01-02 07:14:16.797251,2024-07-21 06:18:34.871121,296.66207718140487,1186.6483087256197,0.4,0.7143,7.1,200,4,0.377,0.1
f992b70fb02cdfadc277f493997515b7,612,2017-01-21 14:17:21,2017-01-21 14:17:21,1,22.46,22.46,586,70,10,12,8,8,2024-01-03 13:10:45.600897,2024-07-22 07:54:43.963141,197.500709956257,1580.005679650056,0.8,0.6667,7.0,200,3,0.321,0.1
fe0de34bc88412db66c817bd3e3c8d60,318,2018-01-28 14:56:13,2018-01-28 14:56:13,1,27.84,27.84,214,69,10,7,13,6,2024-01-03 20:06:20.403432,2024-07-21 00:47:18.544556,285.2069793162238,1711.2418758973429,0.6,1.8571,6.9,199,4,0.403,0.1
ffbb8dfaa0e54649d8690b85a3ef890d,235,2017-06-19 10:56:12,2017-06-19 10:56:12,1,29.47,29.47,437,70,10,8,11,7,2024-01-01 16:32:39.859182,2024-07-22 15:38:45.069546,221.0206993758304,1547.144895630813,0.7,1.375,7.0,202,2,0.421,0.1
f8d48674f62ffad2d2a1fc5e0bf483d0,948,2018-01-31 17:47:33,2018-01-31 17:47:33,1,21.48,21.48,210,70,10,11,7,8,2024-01-02 23:23:48.704520,2024-07-24 09:10:14.528922,210.35971708344343,1682.8777366675477,0.8,0.6364,7.0,203,1,0.307,0.1
fa78790421eaf44ffde16645c700fafe,748,2018-04-12 21:14:09,2018-04-12 21:14:09,1,24.23,24.23,139,72,10,9,10,4,2024-01-01 15:27:49.254961,2024-07-19 21:23:47.190069,241.64574375599227,966.5829750239692,0.4,1.1111,7.2,200,5,0.337,0.1
f791bb72858d19fd93fffcf98e6920b3,462,2017-12-25 23:10:54,2017-12-25 23:10:54,1,19.33,19.33,247,71,10,18,6,6,2024-01-01 05:26:06.650210,2024-07-23 20:05:58.794792,240.7613578976436,1444.5681473858615,0.6,0.3333,7.1,204,1,0.272,0.1
fcfa6e2c4c9029579752f9b10fd1ef97,282,2018-08-02 15:08:34,2018-08-02 15:08:34,1,27.39,27.39,27,70,10,8,8,8,2024-01-01 07:17:20.570933,2024-07-23 12:18:51.113153,196.67245128717508,1573.3796102974006,0.8,1.0,7.0,204,1,0.391,0.1
f87e1e47863c08eae742924f0e1d4f38,156,2017-12-17 22:11:55,2017-12-17 22:11:55,1,21.43,21.43,255,69,10,8,10,10,2024-01-07 16:04:22.555245,2024-07-21 20:07:29.266495,173.76649907081213,1737.6649907081214,1.0,1.25,6.9,196,3,0.311,0.1
f71ad9e3933eb975539528f2637b4ec8,218,2017-08-01 15:09:57,2017-08-01 15:09:57,1,17.78,17.78,393,68,10,11,8,7,2024-01-08 02:19:45.176671,2024-07-22 02:48:20.075999,269.15083896315133,1884.0558727420596,0.7,0.7273,6.8,196,3,0.261,0.1
fdcc2c3054549d7a678f512b27a447be,887,2018-01-08 10:22:38,2018-01-08 10:22:38,1,28.08,28.08,234,72,10,13,17,8,2024-01-01 18:38:16.244143,2024-07-22 02:25:44.932303,155.0233369302194,1240.186695441755,0.8,1.3077,7.2,202,3,0.39,0.1
f6fb801d4acdbd2a0de39961877dacba,672,2018-06-19 20:33:46,2018-06-19 20:33:46,1,18.29,18.29,71,68,10,8,11,7,2024-01-04 12:39:56.285949,2024-07-23 23:44:39.076972,277.53605005231395,1942.7523503661976,0.7,1.375,6.8,201,1,0.269,0.1
fb8b818c46431e02ea475e0324b9c23a,693,2017-09-18 18:48:19,2017-09-18 18:48:19,1,26.5,26.5,345,69,10,8,6,8,2024-01-02 04:49:45.516310,2024-07-24 06:49:02.259192,233.3106256205369,1866.4850049642955,0.8,0.75,6.9,204,1,0.384,0.1
f799f3fb6001f51f8230e022db5de1b2,893,2017-04-28 23:17:03,2017-04-28 23:17:03,1,20.62,20.62,488,65,10,7,9,8,2024-01-02 05:57:14.200239,2024-07-23 13:47:26.017340,270.98882326511466,2167.9105861209173,0.8,1.2857,6.5,203,1,0.317,0.1
f8574b26f55cc99f7a660ce53fe1976b,458,2018-06-22 12:56:53,2018-06-22 12:56:53,1,21.79,21.79,69,69,10,9,12,9,2024-01-02 11:47:13.698929,2024-07-24 00:17:36.581437,207.37815421786823,1866.403387960814,0.9,1.3333,6.9,203,1,0.316,0.1
fa287e23d770e58e5ed62e2e56e92229,188,2018-01-31 22:15:20,2018-01-31 22:15:20,1,24.99,24.99,210,70,10,6,11,8,2024-01-01 21:13:58.880181,2024-07-20 06:17:57.090626,208.6070724755427,1668.8565798043417,0.8,1.8333,7.0,200,5,0.357,0.1
f8bd6b385028d47ff0ab376988bf92a2,922,2018-01-23 21:06:48,2018-01-23 21:06:48,1,22.68,22.68,218,72,10,16,9,6,2024-01-03 13:33:42.318092,2024-07-22 15:18:29.455760,228.77667314513027,1372.6600388707816,0.6,0.5625,7.2,201,2,0.315,0.1
ff7bd992a7aac2c563a3e3773a8c63aa,41,2018-02-26 14:12:39,2018-02-26 14:12:39,1,30.0,30.0,185,70,10,15,9,6,2024-01-03 07:52:51.358007,2024-07-24 03:13:42.941401,277.62794282796057,1665.7676569677635,0.6,0.6,7.0,202,1,0.429,0.1
fe18248c7953f426c0781d33a9730998,877,2017-11-26 15:44:00,2017-11-26 15:44:00,1,28.75,28.75,276,67,10,18,12,10,2024-01-03 06:42:41.466203,2024-07-24 07:29:07.450265,211.65456126839132,2116.545612683913,1.0,0.6667,6.7,203,1,0.429,0.1
f7e2054e43a3a027229bf46213a5553b,584,2017-05-22 22:58:03,2017-05-22 22:58:03,1,21.62,21.62,464,64,10,6,8,6,2024-01-09 04:57:02.909952,2024-07-23 11:41:26.502052,371.0923874015652,2226.554324409391,0.6,1.3333,6.4,196,1,0.338,0.1
ffcd4b43c08405501a6bf2c66be83e83,825,2018-04-19 12:22:46,2018-04-19 12:22:46,1,30.29,30.29,133,67,10,10,12,6,2024-01-01 12:11:29.773700,2024-07-22 02:14:46.673035,354.7321951907593,2128.393171144556,0.6,1.2,6.7,202,3,0.452,0.1
f6e2c0cdc5cd3baaf61274104bc4e69a,831,2017-01-16 13:21:19,2017-01-16 13:21:19,1,19.71,19.71,591,73,10,11,13,6,2024-01-01 23:13:46.469552,2024-07-20 17:36:29.257021,168.15673670039448,1008.9404202023668,0.6,1.1818,7.3,200,4,0.27,0.1
ff6bc862428c6016d6fef5995491ec81,22,2018-02-17 18:53:56,2018-02-17 18:53:56,1,30.1,30.1,193,72,10,16,6,5,2024-01-01 03:11:20.920906,2024-07-17 04:36:04.839997,244.36922712212728,1221.8461356106363,0.5,0.375,7.2,198,8,0.418,0.1
fdce3a41e2e35d86665f92a3e8c8db65,294,2018-01-31 18:02:38,2018-01-31 18:02:38,1,28.75,28.75,210,72,10,12,12,7,2024-01-24 07:10:43.389207,2024-07-23 06:38:30.889647,191.1770726291831,1338.2395084042817,0.7,1.0,7.2,180,2,0.399,0.1
f76b3c1ea5fb8adb4de3f19f7f28f29f,945,2017-07-04 17:33:41,2017-07-04 17:33:41,1,21.15,21.15,421,73,10,12,9,9,2024-01-06 20:33:36.799733,2024-07-22 21:23:34.516943,136.78169975477078,1231.035297792937,0.9,0.75,7.3,198,2,0.29,0.1
faacdd46b0b9bb52cfa047c54b0b5016,539,2018-01-02 22:20:01,2018-01-02 22:20:01,1,26.35,26.35,239,68,10,7,10,9,2024-01-01 03:14:03.889300,2024-07-21 00:17:30.953986,228.8002477510545,2059.202229759491,0.9,1.4286,6.8,201,4,0.388,0.1
ff7e7d4a4669fc03606a21eedad169e3,921,2018-03-28 14:47:39,2018-03-28 14:47:39,1,30.38,30.38,155,65,10,7,8,9,2024-01-02 23:27:44.243900,2024-07-21 17:16:18.372864,249.8240020427349,2248.416018384614,0.9,1.1429,6.5,200,3,0.467,0.1
ff822e5e1322cef6c211ad8a0591999e,553,2016-10-08 21:12:48,2016-10-08 21:12:48,1,30.42,30.42,690,66,10,12,11,7,2024-01-02 09:36:35.665537,2024-07-20 05:27:33.606109,315.29224913506806,2207.0457439454763,0.7,0.9167,6.6,199,5,0.461,0.1
ff39c558b8a96573c4d8b8caa0e5168f,586,2018-06-24 22:43:51,2018-06-24 22:43:51,1,30.13,30.13,66,70,10,8,8,9,2024-01-01 04:54:03.735680,2024-07-17 03:29:45.546358,205.0479774670348,1845.4317972033127,0.9,1.0,7.0,197,8,0.43,0.1
f8ab5ce36181ece75f0d3187871b2a16,817,2017-11-10 14:22:37,2017-11-10 14:22:37,1,23.77,23.77,293,62,10,11,8,9,2024-01-05 13:36:39.194745,2024-07-23 07:52:07.454194,259.6891733499141,2337.202560149227,0.9,0.7273,6.2,199,2,0.383,0.1
fc7e3fe2d8e68979e897570254ee78a1,168,2017-12-01 14:19:12,2017-12-01 14:19:12,1,27.8,27.8,272,65,10,9,11,9,2024-01-04 11:53:28.284635,2024-07-23 10:14:38.970273,247.2342403628097,2225.108163265287,0.9,1.2222,6.5,200,1,0.428,0.1
fa1a50742606406cd4022f0da6118598,151,2017-10-31 09:06:45,2017-10-31 09:06:45,1,26.09,26.09,303,70,10,8,10,6,2024-01-04 14:49:27.663130,2024-07-19 16:54:55.307494,299.8568617356381,1799.1411704138286,0.6,1.25,7.0,197,5,0.373,0.1
f997fecd6a03ab8b64f9016449ebfe35,383,2018-02-15 16:16:32,2018-02-15 16:16:32,1,25.5,25.5,195,61,10,10,6,12,2024-01-05 20:50:34.183731,2024-07-18 19:55:20.610501,196.6095345979728,2359.3144151756737,1.2,0.6,6.1,194,6,0.418,0.1
f55b7e6959225119961d9cf0d867d970,728,2017-10-31 10:16:22,2017-10-31 10:16:22,1,16.05,16.05,303,72,10,10,13,6,2024-01-03 19:07:53.371029,2024-07-23 12:25:23.927012,250.55538625282944,1503.332317516977,0.6,1.3,7.2,201,1,0.223,0.1
f70de0640893e83aa2ec87246ebfcec1,593,2017-09-27 23:52:43,2017-09-27 23:52:43,1,21.71,21.71,336,68,10,9,11,12,2024-01-03 05:10:08.822755,2024-07-24 04:37:57.384403,175.30658733125026,2103.679047975003,1.2,1.2222,6.8,202,1,0.319,0.1
f8bc84f159a83e22ee092f005a852475,392,2017-12-20 09:32:40,2017-12-20 09:32:40,1,24.7,24.7,253,73,10,12,16,4,2024-01-02 09:00:13.839880,2024-07-21 18:08:08.995332,279.0697941937733,1116.2791767750932,0.4,1.3333,7.3,201,3,0.338,0.1
fe4b1359683c4fb8798818b53e21a7d2,34,2018-01-10 12:42:01,2018-01-10 12:42:01,1,30.0,30.0,232,72,10,11,15,6,2024-01-01 00:54:00.409730,2024-07-22 09:12:25.793028,233.9923538402373,1403.954123041424,0.6,1.3636,7.2,203,3,0.417,0.1
f9d6fc3d99b55e277263707a46691613,645,2018-05-21 14:47:30,2018-05-21 14:47:30,1,26.45,26.45,101,66,10,5,7,10,2024-01-05 21:00:37.189599,2024-07-23 16:49:33.029598,225.26747563776672,2252.674756377667,1.0,1.4,6.6,199,1,0.401,0.1
f9055b485e8ffaacea73b7306bc9d5bf,896,2017-08-02 13:26:55,2017-08-02 13:26:55,1,25.38,25.38,393,63,10,7,12,9,2024-01-11 23:39:23.707277,2024-07-23 04:46:27.798874,263.8703806925142,2374.8334262326275,0.9,1.7143,6.3,193,2,0.403,0.1
